"name"   "avgft"   "maxft"   "RMSFT"   "avgstretch"   "maxstretch"   "RMSS"   "avgbsld"   "maxbsld"   "RMSBSLD"
"simulations/sgd_symm_abs_cor_recu"   14635.7539303762   431110   NA   40.9512381582468   21637   213.460343928389   40.4679302253038   4390.90322580645   189.60948777132
"simulations/tsaf_cor_tsaf"   14721.4931017887   448225   NA   40.9605285945938   29423   243.218593289017   39.8554592114222   5003.96428571429   184.320895349139
"simulations/double_reqt"   14620.3409200289   411291   NA   41.9335686516407   12246   191.282843010393   41.5048628683729   4600   180.340113455756
"simulations/sgd_symm_squared_cor_reqt"   14785.6787318521   422524   NA   41.9611343846949   10645   184.893178529159   41.4402612796977   5706.71212121212   173.274901743037
"simulations/clairvoyant"   14415.5504331435   360340   NA   42.2013370816412   15652   200.674968454212   41.1189395521634   3489.13043478261   163.303505072192
"simulations/sgd_symm_squared_cor_recu"   15123.7894240796   1039223   NA   43.0762499054831   4878.76923076923   187.351673404532   42.831624093339   4878.76923076923   185.39231725871
"simulations/sgd_weighted_asym_weak_squared_cor_recu"   15064.135818561   502765   NA   43.2485389880575   11096   192.928769558845   42.5150305257169   4002.76   176.136840419214
"simulations/tsaf_cor_recu"   15026.1034731692   769610   NA   43.4977737842347   28607   242.477343736232   42.3271653780424   5829.36734693878   183.986195465925
"simulations/sgd_weighted_symm_squared_cor_recu"   15064.9475415096   406485   NA   43.9411859383365   19144   211.907189384519   43.0723321643732   4089.29032258065   180.812995991238
"simulations/sgd_asym_strong_abs_cor_recu"   15176.261309858   396634   NA   43.9902942627667   11970   186.557957852782   43.4613959712772   4587.56060606061   174.588844832047
"simulations/sgd_weighted_symm_squared_cor_reqt"   14955.5571709313   455246   NA   44.6013059867201   36405   255.451890844631   43.3138470952467   6061.32   180.958618107665
"simulations/sgd_symm_abs_cor_reqt"   14862.8985521777   434131   NA   45.2384679920307   16683   217.719530239765   44.5123430221101   4344.55555555556   197.425877817367
"simulations/sgd_weighted_symm_abs_cor_recu"   15234.186753028   418430   NA   45.5530038154049   15589   211.478579240522   44.7520352584145   4724.77272727273   186.324755797435
"simulations/sgd_weighted_asym_strong_abs_cor_tsaf"   15241.3547565573   397788   NA   46.0090241113882   6226   188.398869423283   45.7185118256205   4587.56060606061   184.771664272672
"simulations/sgd_weighted_asym_strong_abs_cor_recu"   15242.2602871581   373084   NA   46.0091075169738   6226   190.074389196991   45.6965102602159   6105.6   186.145486706021
"simulations/sgd_asym_strong_squared_cor_reqt"   15357.5328667683   390795   NA   46.1086902049429   11878   195.767357853872   45.5852804030659   6355.6   184.455579493372
"simulations/sgd_symm_squared_cor_tsaf"   15302.3959051897   447697   NA   46.2097997673855   17014   210.659471110096   45.3762612256353   6308.06060606061   181.565324592572
"simulations/sgd_weighted_asym_weak_squared_cor_reqt"   15294.8913732253   399224   NA   46.3031780564786   11970   204.764629570926   45.5866784976432   6352.64   188.917710100343
"simulations/sgd_weighted_asym_strong_squared_cor_recu"   15352.6209392797   374769   NA   46.4030199904732   14816   196.133687866744   45.8465268485786   4344.55555555556   181.065074644013
"simulations/sgd_weighted_asym_weak_abs_cor_reqt"   15279.0758001123   419570   NA   46.5988631173346   14599   202.940060921312   45.8376635504781   4806.71212121212   182.990296129998
"simulations/sgd_symm_abs_cor_tsaf"   15462.271296222   453874   NA   46.6571455403977   11433   203.280965463982   46.0806355540337   6406.18181818182   190.435566887855
"simulations/sgd_asym_weak_squared_cor_recu"   15394.6342143258   426861   NA   46.6984333313758   13029   207.751117962242   45.9673432535704   5347.54761904762   188.52700582975
"simulations/sgd_asym_strong_squared_cor_tsaf"   15435.7008903505   422020   NA   47.0759550987053   14850   213.50713530275   46.1564014771443   4819.87878787879   187.499419385129
"simulations/sgd_weighted_asym_strong_squared_cor_reqt"   15403.8329389589   397788   NA   47.1057638485042   14850   197.565188247458   46.4875317156735   4587.56060606061   181.881126056366
"simulations/sgd_asym_weak_squared_cor_reqt"   15482.6774484639   387927   NA   47.1198787549435   12307   206.055129052848   46.3646429323719   6352.64   189.599040288819
"simulations/sgd_weighted_asym_strong_squared_cor_tsaf"   15408.7461297826   397788   NA   47.2313579929009   6226   186.634203845874   46.9554636317875   4587.56060606061   183.062147135525
"simulations/reqtime"   15271.1631507179   374771   NA   47.3349261449327   11940   197.203365976157   46.8068399975035   6266.04   185.959149424437
"simulations/sgd_weighted_asym_weak_abs_cor_tsaf"   15358.1104916981   419570   NA   47.5216655713303   14599   212.519110824199   46.7617854879101   4806.71212121212   191.543221051021
"simulations/sgd_weighted_asym_strong_abs_cor_reqt"   15336.4374949868   397788   NA   47.5257556165605   6226   200.377117519041   47.2131583598026   5981.64   196.654158404168
"simulations/sgd_asym_strong_abs_cor_reqt"   15510.4841180717   397788   NA   47.5422046281469   11970   204.879316060436   47.0135770513442   5140.52   194.043633540944
"simulations/sgd_asym_strong_abs_cor_tsaf"   15567.2920309617   397788   NA   47.6511677804073   6226   198.650941629709   47.3606554946396   5140.52   195.214319476035
"simulations/sgd_asym_weak_abs_cor_reqt"   15324.891493543   392680   NA   47.6751777147354   6226   191.220504142828   47.3010199382053   5175.92   186.334005570549
"simulations/sgd_asym_strong_squared_cor_recu"   15496.0257680276   395503   NA   47.7147684280389   11878   199.877104521294   47.1913586261619   4521.60606060606   188.811703336858
"simulations/sgd_asym_weak_abs_cor_recu"   15231.0171051576   392680   NA   47.7645089491129   6226   195.827364077034   47.3666445871975   6215.56   191.000469231764
"simulations/sgd_weighted_asym_weak_abs_cor_recu"   15324.8826702495   397788   NA   48.2673416814022   11701   208.528032100046   47.5370396841294   6211.08   190.592364198024
"simulations/sgd_asym_weak_squared_cor_tsaf"   15467.1163872624   395503   NA   48.5652248848997   12275   211.109187887079   47.6798033721059   4464.62121212121   186.689965707662
"simulations/sgd_weighted_symm_abs_cor_tsaf"   15631.1400296784   402629   NA   48.6394850324933   12416   201.676806684409   48.2274733215765   4607.57575757576   191.420907403904
"simulations/sgd_asym_weak_abs_cor_tsaf"   15525.6177107564   392680   NA   49.0170427567795   18192   217.699599892479   48.1995646144839   4178.48   190.003165566719
"simulations/sgd_weighted_asym_weak_squared_cor_tsaf"   15611.437735622   396598   NA   49.2909157566596   11970   204.254683929698   48.780724852673   4079.32142857143   193.091516859434
"simulations/sgd_weighted_symm_abs_cor_reqt"   15115.6130985803   374607   NA   49.4059739930605   56831   357.252864593728   47.2736085482863   5981.64   198.720846370485
"simulations/sgd_weighted_symm_squared_cor_tsaf"   15844.5540426727   390855   NA   50.61127649884   9595   209.984350933179   49.9162516331947   4049.60606060606   198.162787048726
