"name"   "avgft"   "maxft"   "RMSFT"   "avgstretch"   "maxstretch"   "RMSS"   "avgbsld"   "maxbsld"   "RMSBSLD"
"simulations/sgd_weighted_symm_abs_cor_tsaf"   14006.0719263173   268576   NA   37.1716044852903   42502   783.212387462738   16.3285705134551   8143.1   140.961048945323
"simulations/sgd_symm_squared_cor_tsaf"   14122.4559188919   248030   NA   38.6862070805225   54348   921.61197652814   17.5761926762649   5434.8   161.934104440989
"simulations/sgd_weighted_asym_strong_squared_cor_recu"   13798.91337998   241518   NA   38.7252717346275   53521   917.429846378102   17.1274811278808   7549.5   162.964409094423
"simulations/sgd_weighted_symm_squared_cor_tsaf"   14402.5070255605   287189   NA   40.0893708985396   44331   835.605617364372   17.5924839691284   4603.38461538462   144.123630620567
"simulations/sgd_weighted_asym_weak_squared_cor_recu"   14137.0329715836   272162   NA   41.4680467997967   58317   999.425262650834   17.6885358815735   5831.9   172.641403814698
"simulations/sgd_asym_strong_abs_cor_recu"   13976.0074539483   265666   NA   43.7992490283236   64981   1102.65671894124   18.5192912097923   8049   190.409527433572
"simulations/sgd_asym_weak_squared_cor_reqt"   14157.3760245609   224654   NA   44.4253057872327   55828   979.91267059227   19.3855053672313   7506.1   170.49338350027
"name"   "avgft"   "maxft"   "RMSFT"   "avgstretch"   "maxstretch"   "RMSS"   "avgbsld"   "maxbsld"   "RMSBSLD"
"simulations/tsaf_cor_reqt"   14266.2161756829   406561   NA   132.437679724109   100999.333333333   1561.55872056578   65.5701782433644   30299.8   492.085275110219
"simulations/clairvoyant"   14670.7658632387   303207   NA   138.645586821267   52161   1397.79024435676   71.4934239705292   10017.2   370.15693157787
"simulations/sgd_symm_squared_cor_recu"   14735.2209248349   364162   NA   147.464984810676   96970   1623.73689663816   73.3739093649646   17981.7   475.929127379816
"simulations/double_reqt"   14310.9483663631   382389   NA   149.18632738989   93189   1705.05139953131   74.1285573913357   21370.4   452.077570507468
"simulations/sgd_symm_abs_cor_recu"   14787.8122478129   449249   NA   153.877793383985   92856   1751.04313392079   75.9272730262262   21212.8   506.818646500561
"simulations/sgd_symm_squared_cor_reqt"   14840.9856811284   366338   NA   155.322179973   88737   1578.04635363353   77.1769804763116   15615.8   429.073075570042
"simulations/sgd_symm_abs_cor_reqt"   14785.5672201393   365854   NA   157.704576536878   97087   1633.19987643316   77.7312220480257   13557   432.196419565514
"simulations/sgd_weighted_symm_abs_cor_recu"   14828.9806106052   393060   NA   158.311224044277   94301   1730.79617153798   78.1721435937904   14073.3   472.376995767125
"simulations/tsaf_cor_recu"   14733.3129441171   685256   NA   162.67597471438   133215.666666667   1988.23578660798   74.127342596533   39964.7   546.145172860815
"simulations/sgd_asym_weak_abs_cor_recu"   14689.4407784324   392424   NA   164.26569445928   104871   1817.48748334553   76.6309670863334   17583.2   452.786448242524
"simulations/tsaf_cor_tsaf"   15536.5199428673   435580   NA   166.161826675063   118909.333333333   1849.35392211408   84.3084464255046   35831.4   621.677846901945
"simulations/sgd_weighted_symm_squared_cor_reqt"   15099.2264952687   309972   NA   169.053154583169   93440   1742.64209066938   80.4780584552102   13158.7   442.475885882279
"simulations/sgd_weighted_symm_squared_cor_recu"   15206.5005891805   381723   NA   172.26144042638   81697   1828.01889542302   81.6888882035622   18801.9   501.908539599099
"simulations/sgd_weighted_asym_weak_abs_cor_recu"   14955.9733618997   379787   NA   173.114854106707   105102   1819.81230232522   82.6458841665316   18493   465.46508148321
"simulations/sgd_asym_weak_squared_cor_recu"   15220.008677022   430521   NA   173.683038169958   114241   1896.54887967175   84.2261119974773   17662.2   496.345547198307
"simulations/sgd_weighted_asym_weak_squared_cor_recu"   15135.4112836993   364250   NA   179.771799451734   99460   1849.48489685798   86.7755321326895   17510.1   492.187567466635
"simulations/sgd_asym_strong_abs_cor_recu"   14811.3448312801   427055   NA   182.78445236634   90111   1926.94036615465   82.0602556951109   18090   449.758388579879
"simulations/reqtime"   14916.8550973041   309231   NA   183.00876932556   95943   1858.11855744587   86.2191448537394   14805.2   453.800872728712
"simulations/sgd_asym_strong_squared_cor_recu"   14981.9517229066   315832   NA   183.383925481834   95943   1880.9436208357   84.3785878012039   12968.5   452.343567076273
"simulations/sgd_asym_weak_abs_cor_reqt"   14976.5730048206   314861   NA   184.025096765656   138989   2103.63745404821   84.5589347566044   14805.2   470.4292757751
"simulations/sgd_asym_weak_squared_cor_reqt"   15356.3521514015   406138   NA   185.312333309632   124919   2011.01679697375   85.472408508789   17761.6   474.884161489631
"simulations/sgd_weighted_asym_strong_squared_cor_recu"   14858.7281556865   348490   NA   186.991061008696   144020   2081.24194972926   83.1583872939681   18369.9   461.297896819358
"simulations/sgd_weighted_asym_weak_squared_cor_tsaf"   15502.0747723621   363281   NA   188.237456101761   205758   2302.77279875796   86.8931581305936   20575.8   502.104653785497
"simulations/sgd_weighted_asym_weak_abs_cor_reqt"   15093.1277628995   328454   NA   188.266568495758   140791   2073.71958009891   85.3262668914527   14079.1   455.065122774038
"simulations/sgd_weighted_asym_strong_abs_cor_recu"   14817.9800392787   364742   NA   189.060049482403   103096   2100.12191891586   82.2230986969708   19510.8   463.250479834398
"simulations/sgd_weighted_symm_abs_cor_reqt"   15140.6418853776   323046   NA   189.790700990428   147520   2111.94143479008   84.8728387322717   14752   469.324633181694
"simulations/sgd_weighted_asym_strong_squared_cor_reqt"   14833.4831637208   318921   NA   191.959848585177   261354   2550.28504207928   84.0990198074362   26135.4   475.517657426518
"simulations/sgd_weighted_asym_weak_squared_cor_reqt"   15169.2361006963   315774   NA   192.513032869091   179670   2200.48525000912   86.8473863575554   17967   471.171660476897
"simulations/sgd_weighted_asym_strong_abs_cor_reqt"   14828.2331369398   309231   NA   192.838365589904   240040   2460.69533937397   84.605169250248   24004   481.115877125998
"simulations/sgd_weighted_asym_strong_squared_cor_tsaf"   15331.7819317979   358345   NA   193.26210229048   199047   2290.23651283544   86.5236592970236   22199.2   505.633434297006
"simulations/sgd_asym_strong_abs_cor_reqt"   14861.3259060882   309231   NA   194.39469696457   240040   2456.57801027933   85.0515732876755   24004   481.932635358617
"simulations/sgd_weighted_asym_weak_abs_cor_tsaf"   15410.1480806999   366425   NA   194.547613669528   154922   2174.22045866052   87.5691748703342   24850.9   502.34759237327
"simulations/sgd_asym_weak_abs_cor_tsaf"   15454.8561685413   317600   NA   195.689205081618   195566   2371.47658895192   90.2069412285079   19556.6   504.05791470047
"simulations/sgd_asym_strong_squared_cor_reqt"   15097.9284770577   339764   NA   196.3360842805   182457   2216.79749371852   88.7697012791653   18245.7   471.491681211169
"simulations/sgd_asym_strong_abs_cor_tsaf"   15034.9619710766   331129   NA   197.062351628601   254171   2547.27933249969   86.336525146369   25417.1   499.265398892163
"simulations/sgd_weighted_asym_strong_abs_cor_tsaf"   15136.0662738797   311738   NA   197.963471238648   254171   2548.55730099389   88.2500684449288   25417.1   509.426271713668
"simulations/sgd_symm_abs_cor_tsaf"   15615.3900374933   369821   NA   200.70915235271   320220   3115.56908977296   88.8078217654854   32022   545.879234523325
"simulations/sgd_asym_weak_squared_cor_tsaf"   15919.0334226031   370062   NA   202.304414133864   210764   2520.52324841052   91.4041327215311   21076.4   520.638485624326
"simulations/sgd_symm_squared_cor_tsaf"   16126.1280485628   404712   NA   203.141660961948   207968   2524.94103104632   88.1020958191024   22384.5   524.443229343903
"simulations/sgd_weighted_symm_squared_cor_tsaf"   16275.7010533833   362440   NA   203.949289900492   313363   2842.63866118801   91.0651228016466   31336.3   543.140762729531
"simulations/sgd_asym_strong_squared_cor_tsaf"   15489.7851812176   364742   NA   205.054561809833   254742   2721.71959874758   90.8111538866451   25474.2   536.12304820939
"simulations/sgd_weighted_symm_abs_cor_tsaf"   16100.8659882164   322913   NA   218.677772292681   268872   2965.56694375149   102.117136606876   26887.2   596.971785685692
"name"   "avgft"   "maxft"   "RMSFT"   "avgstretch"   "maxstretch"   "RMSS"   "avgbsld"   "maxbsld"   "RMSBSLD"
"simulations/sgd_symm_abs_cor_reqt"   5150.531077391   767981   NA   9.79227345503717   7916.81443298969   72.4452143317074   9.76577012352337   7916.81443298969   71.2427056414236
"simulations/tsaf_cor_reqt"   5162.5568871439   714611   NA   9.83220914769772   7115.15463917526   70.4470714815119   9.79511385335423   7115.15463917526   69.0172878928312
"simulations/tsaf_cor_recu"   5269.25960393483   587252   NA   9.87992922820853   6169   73.3947185194173   9.83695608185626   6043.73684210526   71.8830873254683
"simulations/sgd_symm_squared_cor_reqt"   5262.53215817739   360864   NA   10.1764670035827   6155   63.4254370483159   10.1488319377346   3738.8679245283   61.9833084550175
"simulations/sgd_weighted_symm_abs_cor_reqt"   5423.11921647769   541848   NA   10.4852956142147   6036   69.2089249626159   10.458619934163   5735.15094339623   67.9471101629398
"simulations/tsaf_cor_tsaf"   5427.18455623198   517188   NA   10.5435540906846   6036   77.677839246862   10.5104895249701   5898.01754385965   76.5006114065279
"simulations/sgd_weighted_symm_squared_cor_reqt"   5448.92370891457   517736   NA   10.7204139305428   6036   65.6126956432637   10.6931003508239   4793.85185185185   64.2728836131874
"simulations/sgd_symm_squared_cor_recu"   5433.93079141301   561038   NA   10.7683805361565   6036   73.8708237844089   10.7379030658616   5658.65979381443   72.6180845365083
"simulations/sgd_weighted_symm_abs_cor_recu"   5504.3151114023   590197   NA   10.8960124903508   6036   78.7552347340589   10.8685612219525   5721.54545454545   77.6421186559249
"simulations/sgd_weighted_symm_squared_cor_recu"   5499.77759233311   556769   NA   11.1351291985061   6036   72.3163084918033   11.10633890272   5155.26851851852   71.0864248001865
"simulations/sgd_weighted_asym_weak_abs_cor_reqt"   5562.99226711684   360864   NA   11.3706681278682   6036   65.2305030658626   11.343545239996   3755.8679245283   63.8829503886576
"simulations/double_reqt"   5456.17952053255   360864   NA   11.3874386585162   6036   70.6778860048762   11.3598840026292   3850.07547169811   69.4353169272335
"simulations/sgd_weighted_asym_strong_squared_cor_reqt"   5608.8895063293   360864   NA   11.530744881509   6036   64.2155827953217   11.5007879011797   3803.77358490566   62.7801276329764
"simulations/sgd_asym_strong_squared_cor_reqt"   5545.92910328205   360864   NA   11.6163059256825   6036   63.9344690346504   11.5858284553876   3857.07547169811   62.4828290485231
"simulations/sgd_asym_weak_squared_cor_reqt"   5625.761375755   360864   NA   11.6307665693958   6036   67.512614530108   11.6034517542647   4222.98113207547   66.2112428621196
"simulations/clairvoyant"   5604.62729129106   360864   NA   11.6555415656914   6036   62.3629208422717   11.6287633862813   3157.84905660377   60.9614705620854
"simulations/sgd_asym_strong_abs_cor_reqt"   5592.66035092082   360864   NA   11.6799564685743   6036   66.7614443062803   11.6494789982794   3244.92452830189   65.3726092566669
"simulations/sgd_weighted_asym_weak_abs_cor_recu"   5644.53474058735   494377   NA   11.6920193735685   7853.66037735849   77.8604538691887   11.6592479819797   7853.66037735849   76.5600107939626
"simulations/sgd_weighted_asym_strong_abs_cor_recu"   5579.2500059778   360864   NA   11.7055402704824   6036   66.466728048467   11.6757049184742   3250.01886792453   65.0809882703843
"simulations/sgd_asym_strong_abs_cor_recu"   5545.87687164944   360864   NA   11.7384537540377   6036   68.9136369102709   11.7079762837428   3851.50943396226   67.5690531779523
"simulations/sgd_asym_weak_squared_cor_recu"   5614.12645679006   360864   NA   11.7419431254626   6036   73.8808469494466   11.7148403230012   4211.88235294118   72.6938285106558
"simulations/sgd_weighted_asym_strong_squared_cor_recu"   5602.65127422803   360864   NA   11.9486405594043   6036   67.6737017665387   11.9188052073961   3774.67924528302   66.3131887905223
"simulations/sgd_weighted_symm_abs_cor_tsaf"   5735.51725193322   360864   NA   11.9603894474982   9262   73.9767437689956   11.8929001443458   5527.11320754717   69.9451253267436
"simulations/sgd_weighted_asym_strong_abs_cor_reqt"   5632.27007225966   360864   NA   12.0430485687303   6036   66.9705451984828   12.0132132167221   3552.33962264151   65.5954496970869
"simulations/sgd_asym_weak_abs_cor_reqt"   5611.31189295433   360864   NA   12.0654515661568   6036   74.6862547746753   12.0383286782846   3498.31578947368   73.5122402896407
"simulations/reqtime"   5605.21393353642   360864   NA   12.1139520869631   6036   67.9054470680654   12.0841167349549   3537.68   66.5496719623385
"simulations/sgd_asym_weak_abs_cor_tsaf"   5750.29589635928   360864   NA   12.2166107626719   6036   68.2151267663929   12.1894878747997   3812.50943396226   66.9276948646017
"simulations/sgd_asym_weak_abs_cor_recu"   5678.40503187363   360864   NA   12.2661792141778   6036   82.295829914143   12.2387703084615   3963.58490566038   81.2314038216361
"simulations/sgd_weighted_asym_weak_squared_cor_recu"   5695.0172256309   366047   NA   12.2725024325742   6036   77.1880742098074   12.2407894305499   4045.02   76.0118116132282
"simulations/sgd_asym_strong_abs_cor_tsaf"   5672.79153734691   360864   NA   12.2725671212557   6036   68.4891350902035   12.2425977298732   3541.77358490566   67.1438488361473
"simulations/sgd_symm_abs_cor_tsaf"   5767.75548403449   541779   NA   12.3055479657927   6036   89.3839388040207   12.2731682283286   5952.65934065934   88.3635193470844
"simulations/sgd_weighted_asym_weak_abs_cor_tsaf"   5724.99082766239   360864   NA   12.3068236243202   6036   67.8914105151822   12.279700736448   4127.41509433962   66.5977209961059
"simulations/sgd_weighted_asym_strong_abs_cor_tsaf"   5685.40517534085   360864   NA   12.40840969741   6036   68.3064192031844   12.3785743454017   3552.33962264151   66.9587634379711
"simulations/sgd_asym_strong_squared_cor_recu"   5690.89647405395   447929   NA   12.4164307742583   6036   70.9914952007073   12.3779091253963   3959.15094339623   69.6092435718028
"simulations/sgd_symm_abs_cor_recu"   5479.54787740248   1005590   NA   12.4223845074975   10366.3917525773   121.046833877319   12.3952616196253   10366.3917525773   120.326010537445
"simulations/sgd_symm_squared_cor_tsaf"   5873.08454045058   360864   NA   12.5598281648981   6155   77.5990900156392   12.5287969794512   4114.72   76.3541862341871
"simulations/sgd_asym_weak_squared_cor_tsaf"   5817.59412166977   360864   NA   12.6331974351013   6036   71.3564929844526   12.6039704808899   3680.24528301887   70.1179472920817
"simulations/sgd_weighted_asym_strong_squared_cor_tsaf"   5788.88010922638   360864   NA   12.7954453301263   6036   71.1669794095435   12.765488349797   3919.58490566038   69.8744753837077
"simulations/sgd_asym_strong_squared_cor_tsaf"   5798.43299841708   360864   NA   12.9919357588082   6036   73.4788096589249   12.9616964099399   4284.45283018868   72.2255711512139
"simulations/sgd_weighted_asym_weak_squared_cor_reqt"   5763.0553113956   360864   NA   13.2267603469697   6036   73.6453221272099   13.1961904200219   3563.35087719298   72.385025853271
"simulations/sgd_weighted_asym_weak_squared_cor_tsaf"   5843.41536629572   360864   NA   13.2572515678933   6036   70.6478857300481   13.2234805342894   4032.03773584906   69.307232463782
"simulations/sgd_weighted_symm_squared_cor_tsaf"   5954.64166670652   360864   NA   13.9549651343856   9262   83.0502345117318   13.8855634131888   3972.03773584906   79.4496971578031
"name"   "avgft"   "maxft"   "RMSFT"   "avgstretch"   "maxstretch"   "RMSS"   "avgbsld"   "maxbsld"   "RMSBSLD"
"simulations/tsaf_cor_reqt"   14266.1722547525   940406   NA   40.0848227229846   11878   195.592407867833   39.5884242309657   8651.65306122449   184.526560144573
