
   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    24065    0.008    0.000    0.028    0.000 scheduling_performance_measurement.py:72(compute_job)
      161    0.001    0.000    0.001    0.000 scheduling_performance_measurement.py:8(__init__)
        1    0.000    0.000    0.000    0.000 shrinking_easy_scheduler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shrinking_easy_scheduler.py:7(ShrinkingEasyScheduler)
        1    0.000    0.000    0.000    0.000 simple_heap.py:1(<module>)
    72404    0.005    0.000    0.007    0.000 simple_heap.py:17(__len__)
        1    0.000    0.000    0.000    0.000 simple_heap.py:2(Heap)
      161    0.000    0.000    0.000    0.000 simple_heap.py:3(__init__)
    72243    0.023    0.000    0.351    0.000 simple_heap.py:6(push)
    72243    0.015    0.000    0.410    0.000 simple_heap.py:9(pop)
    161/1    0.118    0.001  125.679  125.679 simulator.py:149(run)
    161/1    0.001    0.000  125.916  125.916 simulator.py:154(run_simulator)
        1    0.000    0.000    0.000    0.000 simulator.py:16(Simulator)
      161    0.350    0.002    1.279    0.008 simulator.py:23(__init__)
        1    0.002    0.002    0.005    0.005 simulator.py:3(<module>)
    24081    0.166    0.000  116.140    0.005 simulator.py:70(handle_submission_event)
24081/8081    0.057    0.000    9.237    0.001 simulator.py:77(handle_termination_event)
    24081    0.206    0.000    0.526    0.000 simulator.py:84(store_terminated_job)
        1    0.000    0.000    0.000    0.000 site.py:382(__call__)
      121    0.001    0.000    0.009    0.000 sre_compile.py:178(_compile_charset)
      121    0.005    0.000    0.009    0.000 sre_compile.py:207(_optimize_charset)
      358    0.000    0.000    0.000    0.000 sre_compile.py:24(_identityfunction)
       26    0.003    0.000    0.003    0.000 sre_compile.py:258(_mk_bitmap)
   299/11    0.003    0.000    0.015    0.001 sre_compile.py:32(_compile)
      132    0.000    0.000    0.001    0.000 sre_compile.py:354(_simple)
       11    0.000    0.000    0.004    0.000 sre_compile.py:359(_compile_info)
       22    0.000    0.000    0.000    0.000 sre_compile.py:472(isstring)
       11    0.000    0.000    0.019    0.002 sre_compile.py:478(_code)
       11    0.000    0.000    0.032    0.003 sre_compile.py:493(compile)
        8    0.000    0.000    0.000    0.000 sre_compile.py:51(fixup)
      640    0.001    0.000    0.001    0.000 sre_parse.py:132(__len__)
     1355    0.002    0.000    0.002    0.000 sre_parse.py:136(__getitem__)
      132    0.000    0.000    0.000    0.000 sre_parse.py:140(__setitem__)
      366    0.000    0.000    0.000    0.000 sre_parse.py:144(append)
  429/143    0.003    0.000    0.004    0.000 sre_parse.py:146(getwidth)
       12    0.000    0.000    0.000    0.000 sre_parse.py:184(__init__)
     1040    0.003    0.000    0.003    0.000 sre_parse.py:188(__next)
      806    0.001    0.000    0.001    0.000 sre_parse.py:201(match)
      836    0.001    0.000    0.003    0.000 sre_parse.py:207(get)
       43    0.000    0.000    0.000    0.000 sre_parse.py:231(_class_escape)
       73    0.000    0.000    0.000    0.000 sre_parse.py:263(_escape)
    70/11    0.001    0.000    0.012    0.001 sre_parse.py:307(_parse_sub)
   133/12    0.004    0.000    0.012    0.001 sre_parse.py:385(_parse)
       11    0.000    0.000    0.013    0.001 sre_parse.py:683(parse)
        1    0.000    0.000    0.000    0.000 sre_parse.py:711(parse_template)
        2    0.000    0.000    0.000    0.000 sre_parse.py:718(literal)
       11    0.000    0.000    0.000    0.000 sre_parse.py:73(__init__)
       43    0.000    0.000    0.000    0.000 sre_parse.py:78(opengroup)
        4    0.000    0.000    0.000    0.000 sre_parse.py:799(expand_template)
       43    0.000    0.000    0.000    0.000 sre_parse.py:89(closegroup)
      299    0.000    0.000    0.000    0.000 sre_parse.py:96(__init__)
        1    0.001    0.001    0.038    0.038 structure.py:1(<module>)
        1    0.000    0.000    0.000    0.000 structure.py:124(_set_shape)
      6/1    0.000    0.000    0.000    0.000 structure.py:131(struct_setattr)
        1    0.000    0.000    0.000    0.000 structure.py:146(StructOrUnionMeta)
        4    0.000    0.000    0.000    0.000 structure.py:147(__new__)
        3    0.000    0.000    0.000    0.000 structure.py:169(_make_final)
        1    0.000    0.000    0.000    0.000 structure.py:217(StructOrUnion)
        1    0.000    0.000    0.000    0.000 structure.py:257(StructureMeta)
        1    0.000    0.000    0.000    0.000 structure.py:261(Structure)
        1    0.000    0.000    0.000    0.000 structure.py:78(Field)
        1    0.000    0.000    0.000    0.000 structure.py:9(names_and_fields)
        1    0.000    0.000    0.000    0.000 swf_utils.py:1(<module>)
     2904    0.003    0.000    0.004    0.000 swf_utils.py:10(<lambda>)
     5779    0.322    0.000    0.448    0.000 swf_utils.py:112(convert_to_ml_format)
    28895    0.037    0.000    0.037    0.000 swf_utils.py:114(<lambda>)
        1    0.000    0.000    0.007    0.007 swf_utils.py:161(getMaxProcs)
      264    0.125    0.000    0.157    0.001 swf_utils.py:45(extract_columns)
     5647    0.395    0.000    0.459    0.000 swf_utils.py:65(extract_columns_from_itr)
        1    0.002    0.002    0.030    0.030 tokenize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:146(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:148(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:179(Untokenizer)
       19    0.000    0.000    0.000    0.000 tokenize.py:45(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:46(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:47(maybe)
        1    0.000    0.000    0.000    0.000 union.py:1(<module>)
        1    0.000    0.000    0.000    0.000 union.py:3(UnionMeta)
        1    0.000    0.000    0.000    0.000 union.py:6(Union)
        1    0.000    0.000    0.000    0.000 widgets.py:103(ETA)
        1    0.000    0.000    0.000    0.000 widgets.py:121(FileTransferSpeed)
        1    0.000    0.000    0.000    0.000 widgets.py:144(AnimatedMarker)
        1    0.000    0.000    0.000    0.000 widgets.py:168(Counter)
        1    0.000    0.000    0.000    0.000 widgets.py:173(__init__)
      898    0.004    0.000    0.004    0.000 widgets.py:176(update)
        1    0.000    0.000    0.000    0.000 widgets.py:180(Percentage)
        1    0.000    0.000    0.000    0.000 widgets.py:187(FormatLabel)
        1    0.001    0.001    0.002    0.002 widgets.py:21(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:219(SimpleProgress)
        1    0.000    0.000    0.000    0.000 widgets.py:231(Bar)
        1    0.000    0.000    0.000    0.000 widgets.py:236(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:269(ReverseBar)
        1    0.000    0.000    0.000    0.000 widgets.py:289(BouncingBar)
     3592    0.005    0.000    0.053    0.000 widgets.py:37(format_updatable)
        1    0.000    0.000    0.000    0.000 widgets.py:42(Widget)
        1    0.000    0.000    0.000    0.000 widgets.py:64(WidgetHFill)
        1    0.000    0.000    0.000    0.000 widgets.py:81(Timer)
        1    0.000    0.000    0.000    0.000 widgets.py:87(__init__)
      898    0.007    0.000    0.038    0.000 widgets.py:90(format_time)
      898    0.003    0.000    0.041    0.000 widgets.py:97(update)
        1    0.000    0.000    0.000    0.000 workload_parser.py:10(<module>)
        1    0.000    0.000    0.000    0.000 workload_parser.py:10(JobInput)
    24081    0.004    0.000    0.038    0.000 workload_parser.py:11(__init__)
    24081    0.006    0.000    0.006    0.000 workload_parser.py:16(number)
    48162    0.009    0.000    0.009    0.000 workload_parser.py:19(submit_time)
    72243    0.028    0.000    0.028    0.000 workload_parser.py:25(run_time)
    48162    0.010    0.000    0.010    0.000 workload_parser.py:37(num_requested_processors)
    48162    0.008    0.000    0.008    0.000 workload_parser.py:45(requested_time)
    24081    0.004    0.000    0.004    0.000 workload_parser.py:54(user_id)
    24081    0.004    0.000    0.004    0.000 workload_parser.py:72(think_time_from_preceding_job)
    24242    0.031    0.000    0.089    0.000 workload_parser.py:79(parse_lines)
    24100    0.009    0.000    0.021    0.000 workload_parser.py:82(_should_skip)
      161    0.002    0.000    0.003    0.000 {__import__}
        8    0.000    0.000    0.000    0.000 {__pypy__.builtinify}
       17    0.000    0.000    0.000    0.000 {__pypy__.newdict}
        3    0.000    0.000    0.000    0.000 {_rawffi.alignment}
     5647    0.010    0.000    0.010    0.000 {_rawffi.charp2string}
        2    0.000    0.000    0.000    0.000 {_rawffi.get_libc}
       41    0.000    0.000    0.000    0.000 {_rawffi.sizeof}
       30    0.000    0.000    0.000    0.000 {_sre.getlower}
       18    0.000    0.000    0.000    0.000 {_struct.calcsize}
     1065    0.001    0.000    0.001    0.000 {abs}
        5    0.000    0.000    0.000    0.000 {callable}
     3688    0.007    0.000    0.007    0.000 {cmp}
     7443    0.005    0.000    0.005    0.000 {divmod}
        1    0.000    0.000    0.000    0.000 {fcntl.ioctl}
     5807  111.530    0.019  111.530    0.019 {gc.collect}
     9409    0.020    0.000    0.020    0.000 {getattr}
  1012196    0.103    0.000    0.103    0.000 {hasattr}
        2    0.000    0.000    0.000    0.000 {hash}
    73151    0.064    0.000    0.113    0.000 {isinstance}
      9/3    0.000    0.000    0.000    0.000 {issubclass}
653850/508871    0.096    0.000    0.108    0.000 {len}
     1387    0.002    0.000    0.002    0.000 {math.floor}
    71650    0.028    0.000    0.028    0.000 {max}
        4    0.000    0.000    0.000    0.000 {method 'Pointer' of 'type' objects}
       30    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
     5647    0.012    0.000    0.012    0.000 {method '__new__' of 'SimpleType' objects}
      322    0.000    0.000    0.000    0.000 {method '__new__' of 'structseqtype' objects}
     1393    0.002    0.000    0.002    0.000 {method '__new__' of 'type' objects}
        6    0.000    0.000    0.000    0.000 {method '__setattr__' of 'object' objects}
       12    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       12    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
   140369    0.068    0.000    0.068    0.000 {method 'add' of 'set' objects}
       80    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
  1648660    0.270    0.000    0.270    0.000 {method 'append' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'byptr' of 'CallbackPtr' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
      162    0.001    0.000    0.001    0.000 {method 'close' of 'file' objects}
   155848    0.064    0.000    0.064    0.000 {method 'copy' of 'set' objects}
     5913    0.016    0.000    0.016    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      825    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'findall' of 'SRE_Pattern' objects}
    18907    0.010    0.000    0.010    0.000 {method 'format' of 'str' objects}
    11293    0.019    0.000    0.019    0.000 {method 'free' of 'ArrayInstance' objects}
        1    0.000    0.000    0.000    0.000 {method 'free' of 'CallbackPtr' objects}
     5648    0.006    0.000    0.006    0.000 {method 'free_temp_buffers' of '_rawffi.alt.FuncPtr' objects}
     5650    0.045    0.000    0.045    0.000 {method 'fromaddr' of 'type' objects}
      349    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'getaddr' of '_rawffi.alt.FuncPtr' objects}
        2    0.000    0.000    0.000    0.000 {method 'getaddressindll' of 'CDLL' objects}
        2    0.000    0.000    0.000    0.000 {method 'getfunc' of '_rawffi.alt.CDLL' objects}
        4    0.000    0.000    0.000    0.000 {method 'group' of 'SRE_Match' objects}
     7378    0.008    0.000    0.008    0.000 {method 'index' of 'list' objects}
      214    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
      161    0.001    0.000    0.001    0.000 {method 'isatty' of 'file' objects}
       30    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       34    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'iteritems' of 'dict' objects}
    44764    0.040    0.000    0.042    0.000 {method 'join' of 'str' objects}
      898    0.001    0.000    0.001    0.000 {method 'ljust' of 'str' objects}
    52679    0.005    0.000    0.005    0.000 {method 'lstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
   226330    0.020    0.000    0.020    0.000 {method 'pop' of 'list' objects}
      161    0.530    0.003    0.530    0.003 {method 'read' of 'file' objects}
        1    0.007    0.007    0.007    0.007 {method 'readlines' of 'file' objects}
   118921    0.057    0.000    0.057    0.000 {method 'remove' of 'list' objects}
    98818    0.114    0.000    0.114    0.000 {method 'remove' of 'set' objects}
       12    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      805    0.001    0.000    0.001    0.000 {method 'setdefault' of 'dict' objects}
    45299    0.106    0.000    0.227    0.000 {method 'sort' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'split' of 'SRE_Pattern' objects}
    80524    0.091    0.000    0.091    0.000 {method 'split' of 'str' objects}
    52779    0.010    0.000    0.010    0.000 {method 'startswith' of 'str' objects}
    80357    0.017    0.000    0.017    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'sub' of 'SRE_Pattern' objects}
      324    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
    26669    0.064    0.000    0.064    0.000 {method 'write' of 'file' objects}
     5650    0.075    0.000    0.187    0.000 {method 'writelines' of 'file' objects}
      161    0.000    0.000    0.000    0.000 {method 'xreadlines' of 'file' objects}
     1028    0.006    0.000    0.006    0.000 {min}
      324    0.000    0.000    0.000    0.000 {ord}
        4    1.133    0.283    1.133    0.283 {posix.system}
    17747    0.018    0.000    0.018    0.000 {range}
    17/16    0.000    0.000    0.000    0.000 {repr}
        1    0.000    0.000    0.000    0.000 {reversed}
       20    0.000    0.000    0.000    0.000 {setattr}
        1    0.000    0.000    0.000    0.000 {signal.signal}
        6    0.000    0.000    0.000    0.000 {sys._getframe}
      322    0.006    0.000    0.014    0.000 {time.localtime}
     9302    0.011    0.000    0.011    0.000 {time.time}
